CustomerID,CustomerName,Email,City,State,PinCode,CustomerSegment
C2050,Vikram Singh,vikram.singh50@example.com,Dindigul,Tamil Nadu,614950,Prime
C2051,Sneha Menon,sneha.menon51@example.com,Nagercoil,Tamil Nadu,625300,Occasional
C2052,Kavya Patel,kavya.patel52@example.com,Dindigul,Tamil Nadu,600955,Regular
C2053,Meena Menon,meena.menon53@example.com,Tiruchirappalli,Tamil Nadu,617832,Regular
C2054,Arjun Iyer,arjun.iyer54@example.com,Tiruchirappalli,Tamil Nadu,626460,Occasional
C2055,Karthik Iyer,karthik.iyer55@example.com,Ramanathapuram,Tamil Nadu,600807,Occasional
C2056,Pooja Ilangovan,pooja.ilangovan56@example.com,Nagercoil,Tamil Nadu,607805,Regular
C2057,Vishal Balaji,vishal.balaji57@example.com,Thoothukudi,Tamil Nadu,618237,Regular
C2058,Karthik Natarajan,karthik.natarajan58@example.com,Vellore,Tamil Nadu,635383,Prime
C2059,Kavya Sharma,kavya.sharma59@example.com,Madurai,Tamil Nadu,625389,Occasional
C2060,Amit Subramanian,amit.subramanian60@example.com,Madurai,Tamil Nadu,635338,Regular
C2061,Pooja Iyer,pooja.iyer61@example.com,Dindigul,Tamil Nadu,634667,Occasional
C2062,Meena Gowda,meena.gowda62@example.com,Erode,Tamil Nadu,619978,Regular
C2063,Arjun Das,arjun.das63@example.com,Tirunelveli,Tamil Nadu,622793,Regular
C2064,Sneha Menon,sneha.menon64@example.com,Kanchipuram,Tamil Nadu,624156,Regular
C2065,Neha Kumar,neha.kumar65@example.com,Erode,Tamil Nadu,605005,Occasional
C2066,Mani Singh,mani.singh66@example.com,Coimbatore,Tamil Nadu,600566,Regular
C2067,Vikram Kumar,vikram.kumar67@example.com,Dindigul,Tamil Nadu,626705,Prime
C2068,Deepa Menon,deepa.menon68@example.com,Karur,Tamil Nadu,637238,Occasional
C2069,Deepa Kaur,deepa.kaur69@example.com,Vellore,Tamil Nadu,617689,Regular
C2070,Priya Natarajan,priya.natarajan70@example.com,Nagercoil,Tamil Nadu,635928,Occasional
C2071,Amit Patel,amit.patel71@example.com,Coimbatore,Tamil Nadu,624291,Regular
C2072,Ajay Raj,ajay.raj72@example.com,Tiruchirappalli,Tamil Nadu,612465,Regular
C2073,Arjun Natarajan,arjun.natarajan73@example.com,Coimbatore,Tamil Nadu,618782,Regular
C2074,Deepa Nair,deepa.nair74@example.com,Karur,Tamil Nadu,604537,Regular
C2075,Ajay Patel,ajay.patel75@example.com,Tirunelveli,Tamil Nadu,605308,Prime
C2076,Suresh Khan,suresh.khan76@example.com,Ramanathapuram,Tamil Nadu,612068,Regular
C2077,Mani Khan,mani.khan77@example.com,Kanchipuram,Tamil Nadu,635256,Regular
C2078,Kavya Gowda,kavya.gowda78@example.com,Kanchipuram,Tamil Nadu,608396,Regular
C2079,Sanjay Subramanian,sanjay.subramanian79@example.com,Madurai,Tamil Nadu,614450,Occasional
C2080,Sanjay Khan,sanjay.khan80@example.com,Nagercoil,Tamil Nadu,610210,Occasional
C2081,Sneha Sharma,sneha.sharma81@example.com,Nagercoil,Tamil Nadu,616050,Regular
C2082,Ajay Subramanian,ajay.subramanian82@example.com,Tiruchirappalli,Tamil Nadu,611553,Prime
C2083,Ananya Kaur,ananya.kaur83@example.com,Chennai,Tamil Nadu,625330,Prime
C2084,Deepa Khan,deepa.khan84@example.com,Coimbatore,Tamil Nadu,600262,Prime
C2085,Rohit Ilangovan,rohit.ilangovan85@example.com,Ramanathapuram,Tamil Nadu,624138,Regular
C2086,Karthik Reddy,karthik.reddy86@example.com,Chennai,Tamil Nadu,607519,Occasional
C2087,Rohit Nair,rohit.nair87@example.com,Madurai,Tamil Nadu,603884,Prime
C2088,Mani Kumar,mani.kumar88@example.com,Ramanathapuram,Tamil Nadu,618732,Prime
C2089,Amit Menon,amit.menon89@example.com,Nagercoil,Tamil Nadu,604249,Occasional
C2090,Sanjay Sharma,sanjay.sharma90@example.com,Dindigul,Tamil Nadu,607448,Occasional
C2091,Kavya Menon,kavya.menon91@example.com,Ramanathapuram,Tamil Nadu,637685,Occasional
C2092,Vikram Kaur,vikram.kaur92@example.com,Salem,Tamil Nadu,640392,Regular
C2093,Divya Reddy,divya.reddy93@example.com,Nagercoil,Tamil Nadu,613266,Regular
C2094,Meena Iyer,meena.iyer94@example.com,Nagercoil,Tamil Nadu,630309,Prime
C2095,Sanjay Rao,sanjay.rao95@example.com,Nagercoil,Tamil Nadu,621522,Regular
C2096,Ajay Khan,ajay.khan96@example.com,Coimbatore,Tamil Nadu,622442,Prime
C2097,Karthik Natarajan,karthik.natarajan97@example.com,Erode,Tamil Nadu,620094,Regular
C2098,Amit Sharma,amit.sharma98@example.com,Tirunelveli,Tamil Nadu,616775,Prime
C2099,Ananya Gowda,ananya.gowda99@example.com,Tirunelveli,Tamil Nadu,619180,Occasional
C2100,Amit Kaur,amit.kaur100@example.com,Erode,Tamil Nadu,609588,Prime
C2101,Suresh Natarajan,suresh.natarajan101@example.com,Madurai,Tamil Nadu,635762,Occasional
C2102,Ajay Joseph,ajay.joseph102@example.com,Karur,Tamil Nadu,606325,Regular
C2103,Ajay Raj,ajay.raj103@example.com,Tiruchirappalli,Tamil Nadu,635605,Regular
C2104,Suresh Balaji,suresh.balaji104@example.com,Tiruchirappalli,Tamil Nadu,639278,Prime
C2105,Pooja Natarajan,pooja.natarajan105@example.com,Madurai,Tamil Nadu,604425,Regular
C2106,Vishal Nair,vishal.nair106@example.com,Salem,Tamil Nadu,614524,Regular
C2107,Neha Kaur,neha.kaur107@example.com,Coimbatore,Tamil Nadu,603631,Prime
C2108,Suresh Das,suresh.das108@example.com,Erode,Tamil Nadu,600226,Regular
C2109,Pooja Menon,pooja.menon109@example.com,Thoothukudi,Tamil Nadu,624522,Prime
C2110,Karthik Reddy,karthik.reddy110@example.com,Salem,Tamil Nadu,627464,Occasional
C2111,Ajay Natarajan,ajay.natarajan111@example.com,Vellore,Tamil Nadu,604458,Occasional
C2112,Vikram Khan,vikram.khan112@example.com,Coimbatore,Tamil Nadu,602513,Regular
C2113,Lakshmi Rao,lakshmi.rao113@example.com,Dindigul,Tamil Nadu,614314,Occasional
C2114,Meena Subramanian,meena.subramanian114@example.com,Salem,Tamil Nadu,635631,Prime
C2115,Sanjay Patel,sanjay.patel115@example.com,Madurai,Tamil Nadu,615916,Prime
C2116,Karthik Balaji,karthik.balaji116@example.com,Tiruchirappalli,Tamil Nadu,618030,Regular
C2117,Sneha Ilangovan,sneha.ilangovan117@example.com,Thoothukudi,Tamil Nadu,603567,Occasional
C2118,Sanjay Joseph,sanjay.joseph118@example.com,Salem,Tamil Nadu,607856,Regular
C2119,Neha Rao,neha.rao119@example.com,Thoothukudi,Tamil Nadu,617945,Occasional
C2120,Suresh Ilangovan,suresh.ilangovan120@example.com,Madurai,Tamil Nadu,600843,Occasional
C2121,Vikram Patel,vikram.patel121@example.com,Tirunelveli,Tamil Nadu,629531,Prime
C2122,Amit Kaur,amit.kaur122@example.com,Thoothukudi,Tamil Nadu,637948,Regular
C2123,Divya Natarajan,divya.natarajan123@example.com,Coimbatore,Tamil Nadu,630808,Prime
C2124,Kavya Balaji,kavya.balaji124@example.com,Madurai,Tamil Nadu,623479,Occasional
C2125,Sanjay Reddy,sanjay.reddy125@example.com,Vellore,Tamil Nadu,633809,Occasional
C2126,Sneha Reddy,sneha.reddy126@example.com,Thoothukudi,Tamil Nadu,605613,Regular
C2127,Divya Kaur,divya.kaur127@example.com,Ramanathapuram,Tamil Nadu,609103,Occasional
C2128,Arjun Balaji,arjun.balaji128@example.com,Dindigul,Tamil Nadu,629426,Occasional
C2129,Rohit Sharma,rohit.sharma129@example.com,Kanchipuram,Tamil Nadu,622762,Occasional
C2130,Karthik Raj,karthik.raj130@example.com,Dindigul,Tamil Nadu,627185,Occasional
C2131,Meena Khan,meena.khan131@example.com,Karur,Tamil Nadu,633178,Prime
C2132,Sneha Reddy,sneha.reddy132@example.com,Salem,Tamil Nadu,621388,Regular
C2133,Meena Kaur,meena.kaur133@example.com,Coimbatore,Tamil Nadu,605984,Regular
C2134,Vishal Menon,vishal.menon134@example.com,Madurai,Tamil Nadu,639750,Regular
C2135,Karthik Nair,karthik.nair135@example.com,Chennai,Tamil Nadu,628513,Occasional
C2136,Amit Raj,amit.raj136@example.com,Madurai,Tamil Nadu,610266,Regular
C2137,Sneha Kumar,sneha.kumar137@example.com,Thoothukudi,Tamil Nadu,611451,Regular
C2138,Priya Gowda,priya.gowda138@example.com,Erode,Tamil Nadu,623698,Prime
C2139,Ajay Subramanian,ajay.subramanian139@example.com,Tirunelveli,Tamil Nadu,605575,Regular
C2140,Suresh Singh,suresh.singh140@example.com,Vellore,Tamil Nadu,621488,Regular
C2141,Mani Natarajan,mani.natarajan141@example.com,Nagercoil,Tamil Nadu,620417,Prime
C2142,Deepa Kaur,deepa.kaur142@example.com,Vellore,Tamil Nadu,621070,Prime
C2143,Rohit Balaji,rohit.balaji143@example.com,Tiruchirappalli,Tamil Nadu,600972,Occasional
C2144,Sneha Natarajan,sneha.natarajan144@example.com,Vellore,Tamil Nadu,605774,Prime
C2145,Kavya Kumar,kavya.kumar145@example.com,Salem,Tamil Nadu,607807,Occasional
C2146,Lakshmi Sharma,lakshmi.sharma146@example.com,Vellore,Tamil Nadu,603688,Regular
C2147,Divya Raj,divya.raj147@example.com,Karur,Tamil Nadu,630413,Regular
C2148,Lakshmi Raj,lakshmi.raj148@example.com,Dindigul,Tamil Nadu,608963,Prime
C2149,Priya Raj,priya.raj149@example.com,Chennai,Tamil Nadu,602452,Regular
C2150,Pooja Natarajan,pooja.natarajan150@example.com,Dindigul,Tamil Nadu,637639,Occasional
C2151,Meena Iyer,meena.iyer151@example.com,Vellore,Tamil Nadu,631332,Regular
C2152,Neha Raj,neha.raj152@example.com,Thoothukudi,Tamil Nadu,606015,Regular
C2153,Ananya Balaji,ananya.balaji153@example.com,Tiruchirappalli,Tamil Nadu,624855,Prime
C2154,Kavya Reddy,kavya.reddy154@example.com,Chennai,Tamil Nadu,600610,Occasional
C2155,Suresh Joseph,suresh.joseph155@example.com,Tiruchirappalli,Tamil Nadu,626399,Occasional
C2156,Ajay Sharma,ajay.sharma156@example.com,Tirunelveli,Tamil Nadu,630824,Occasional
C2157,Vikram Ilangovan,vikram.ilangovan157@example.com,Madurai,Tamil Nadu,604749,Prime
C2158,Priya Subramanian,priya.subramanian158@example.com,Madurai,Tamil Nadu,632162,Occasional
C2159,Amit Patel,amit.patel159@example.com,Chennai,Tamil Nadu,610581,Occasional
C2160,Meena Rao,meena.rao160@example.com,Tirunelveli,Tamil Nadu,619132,Regular
C2161,Ananya Iyer,ananya.iyer161@example.com,Nagercoil,Tamil Nadu,637904,Regular
C2162,Divya Menon,divya.menon162@example.com,Nagercoil,Tamil Nadu,625961,Occasional
C2163,Mani Menon,mani.menon163@example.com,Dindigul,Tamil Nadu,640431,Regular
C2164,Meena Das,meena.das164@example.com,Chennai,Tamil Nadu,608005,Occasional
C2165,Vishal Reddy,vishal.reddy165@example.com,Erode,Tamil Nadu,632753,Regular
C2166,Kavya Sharma,kavya.sharma166@example.com,Nagercoil,Tamil Nadu,600556,Prime
C2167,Vikram Raj,vikram.raj167@example.com,Coimbatore,Tamil Nadu,602100,Prime
C2168,Pooja Khan,pooja.khan168@example.com,Tirunelveli,Tamil Nadu,602328,Regular
C2169,Lakshmi Rao,lakshmi.rao169@example.com,Karur,Tamil Nadu,603735,Occasional
C2170,Meena Reddy,meena.reddy170@example.com,Kanchipuram,Tamil Nadu,621928,Regular
C2171,Sanjay Gowda,sanjay.gowda171@example.com,Salem,Tamil Nadu,611870,Prime
C2172,Ananya Rao,ananya.rao172@example.com,Ramanathapuram,Tamil Nadu,602951,Regular
C2173,Karthik Menon,karthik.menon173@example.com,Kanchipuram,Tamil Nadu,619157,Regular
C2174,Deepa Ilangovan,deepa.ilangovan174@example.com,Madurai,Tamil Nadu,626492,Prime
C2175,Pooja Reddy,pooja.reddy175@example.com,Karur,Tamil Nadu,631259,Regular
C2176,Meena Ilangovan,meena.ilangovan176@example.com,Madurai,Tamil Nadu,614422,Occasional
C2177,Lakshmi Rao,lakshmi.rao177@example.com,Madurai,Tamil Nadu,634566,Prime
C2178,Neha Singh,neha.singh178@example.com,Chennai,Tamil Nadu,613701,Occasional
C2179,Lakshmi Nair,lakshmi.nair179@example.com,Thoothukudi,Tamil Nadu,625426,Regular
C2180,Priya Subramanian,priya.subramanian180@example.com,Ramanathapuram,Tamil Nadu,613288,Regular
C2181,Meena Sharma,meena.sharma181@example.com,Kanchipuram,Tamil Nadu,617757,Occasional
C2182,Vikram Natarajan,vikram.natarajan182@example.com,Ramanathapuram,Tamil Nadu,628468,Prime
C2183,Rohit Subramanian,rohit.subramanian183@example.com,Coimbatore,Tamil Nadu,607462,Occasional
C2184,Amit Patel,amit.patel184@example.com,Vellore,Tamil Nadu,607991,Regular
C2185,Ajay Kumar,ajay.kumar185@example.com,Salem,Tamil Nadu,600553,Regular
C2186,Meena Kaur,meena.kaur186@example.com,Ramanathapuram,Tamil Nadu,618956,Regular
C2187,Pooja Natarajan,pooja.natarajan187@example.com,Coimbatore,Tamil Nadu,636509,Regular
C2188,Suresh Raj,suresh.raj188@example.com,Kanchipuram,Tamil Nadu,621132,Regular
C2189,Ajay Das,ajay.das189@example.com,Dindigul,Tamil Nadu,613398,Regular
C2190,Kavya Joseph,kavya.joseph190@example.com,Chennai,Tamil Nadu,606084,Regular
C2191,Sneha Das,sneha.das191@example.com,Tiruchirappalli,Tamil Nadu,634316,Prime
C2192,Pooja Ilangovan,pooja.ilangovan192@example.com,Salem,Tamil Nadu,622866,Regular
C2193,Kavya Balaji,kavya.balaji193@example.com,Coimbatore,Tamil Nadu,608957,Regular
C2194,Vikram Reddy,vikram.reddy194@example.com,Vellore,Tamil Nadu,609111,Occasional
C2195,Deepa Kaur,deepa.kaur195@example.com,Coimbatore,Tamil Nadu,624580,Occasional
C2196,Amit Rao,amit.rao196@example.com,Salem,Tamil Nadu,640950,Occasional
C2197,Amit Das,amit.das197@example.com,Kanchipuram,Tamil Nadu,603742,Prime
C2198,Kavya Singh,kavya.singh198@example.com,Thoothukudi,Tamil Nadu,617794,Occasional
C2199,Kavya Subramanian,kavya.subramanian199@example.com,Nagercoil,Tamil Nadu,611832,Prime
C2200,Suresh Subramanian,suresh.subramanian200@example.com,Chennai,Tamil Nadu,639052,Regular
C2201,Rohit Nair,rohit.nair201@example.com,Ramanathapuram,Tamil Nadu,626162,Regular
C2202,Kavya Das,kavya.das202@example.com,Karur,Tamil Nadu,627225,Prime
C2203,Sanjay Das,sanjay.das203@example.com,Erode,Tamil Nadu,640516,Prime
C2204,Kavya Reddy,kavya.reddy204@example.com,Erode,Tamil Nadu,620633,Prime
C2205,Deepa Kumar,deepa.kumar205@example.com,Karur,Tamil Nadu,635028,Prime
C2206,Arjun Raj,arjun.raj206@example.com,Kanchipuram,Tamil Nadu,629141,Occasional
C2207,Ajay Joseph,ajay.joseph207@example.com,Erode,Tamil Nadu,607561,Prime
C2208,Pooja Das,pooja.das208@example.com,Madurai,Tamil Nadu,628946,Occasional
C2209,Vikram Kaur,vikram.kaur209@example.com,Coimbatore,Tamil Nadu,612950,Occasional
C2210,Deepa Subramanian,deepa.subramanian210@example.com,Kanchipuram,Tamil Nadu,640097,Occasional
C2211,Karthik Raj,karthik.raj211@example.com,Madurai,Tamil Nadu,624536,Prime
C2212,Sanjay Joseph,sanjay.joseph212@example.com,Tirunelveli,Tamil Nadu,636345,Regular
C2213,Priya Raj,priya.raj213@example.com,Kanchipuram,Tamil Nadu,631874,Occasional
C2214,Pooja Singh,pooja.singh214@example.com,Nagercoil,Tamil Nadu,624245,Regular
C2215,Vishal Singh,vishal.singh215@example.com,Tiruchirappalli,Tamil Nadu,607616,Occasional
C2216,Meena Natarajan,meena.natarajan216@example.com,Dindigul,Tamil Nadu,603401,Regular
C2217,Sneha Khan,sneha.khan217@example.com,Vellore,Tamil Nadu,640985,Occasional
C2218,Kavya Reddy,kavya.reddy218@example.com,Ramanathapuram,Tamil Nadu,616316,Occasional
C2219,Mani Patel,mani.patel219@example.com,Erode,Tamil Nadu,637207,Occasional
C2220,Pooja Khan,pooja.khan220@example.com,Nagercoil,Tamil Nadu,631560,Prime
C2221,Divya Natarajan,divya.natarajan221@example.com,Tiruchirappalli,Tamil Nadu,611211,Occasional
C2222,Ananya Patel,ananya.patel222@example.com,Karur,Tamil Nadu,611742,Prime
C2223,Vishal Reddy,vishal.reddy223@example.com,Kanchipuram,Tamil Nadu,636558,Occasional
C2224,Arjun Reddy,arjun.reddy224@example.com,Coimbatore,Tamil Nadu,613983,Regular
C2225,Ananya Singh,ananya.singh225@example.com,Ramanathapuram,Tamil Nadu,620210,Occasional
C2226,Mani Natarajan,mani.natarajan226@example.com,Tiruchirappalli,Tamil Nadu,614924,Regular
C2227,Amit Khan,amit.khan227@example.com,Coimbatore,Tamil Nadu,603825,Prime
C2228,Sanjay Balaji,sanjay.balaji228@example.com,Tiruchirappalli,Tamil Nadu,604012,Occasional
C2229,Sanjay Reddy,sanjay.reddy229@example.com,Chennai,Tamil Nadu,638197,Prime
C2230,Sanjay Kaur,sanjay.kaur230@example.com,Karur,Tamil Nadu,626810,Occasional
C2231,Amit Natarajan,amit.natarajan231@example.com,Chennai,Tamil Nadu,637393,Occasional
C2232,Rohit Balaji,rohit.balaji232@example.com,Erode,Tamil Nadu,611088,Prime
C2233,Divya Ilangovan,divya.ilangovan233@example.com,Tiruchirappalli,Tamil Nadu,627250,Regular
C2234,Divya Khan,divya.khan234@example.com,Coimbatore,Tamil Nadu,632358,Regular
C2235,Priya Kaur,priya.kaur235@example.com,Coimbatore,Tamil Nadu,628841,Occasional
C2236,Neha Joseph,neha.joseph236@example.com,Ramanathapuram,Tamil Nadu,611109,Prime
C2237,Deepa Ilangovan,deepa.ilangovan237@example.com,Coimbatore,Tamil Nadu,626156,Occasional
C2238,Divya Subramanian,divya.subramanian238@example.com,Karur,Tamil Nadu,640690,Regular
C2239,Neha Iyer,neha.iyer239@example.com,Madurai,Tamil Nadu,617093,Occasional
C2240,Ananya Nair,ananya.nair240@example.com,Nagercoil,Tamil Nadu,611209,Regular
C2241,Lakshmi Reddy,lakshmi.reddy241@example.com,Erode,Tamil Nadu,611266,Regular
C2242,Sanjay Nair,sanjay.nair242@example.com,Thoothukudi,Tamil Nadu,621561,Regular
C2243,Lakshmi Khan,lakshmi.khan243@example.com,Madurai,Tamil Nadu,610921,Occasional
C2244,Divya Ilangovan,divya.ilangovan244@example.com,Coimbatore,Tamil Nadu,611513,Occasional
C2245,Sneha Joseph,sneha.joseph245@example.com,Madurai,Tamil Nadu,600929,Regular
C2246,Ajay Kumar,ajay.kumar246@example.com,Vellore,Tamil Nadu,634502,Regular
C2247,Lakshmi Nair,lakshmi.nair247@example.com,Chennai,Tamil Nadu,629246,Prime
C2248,Meena Singh,meena.singh248@example.com,Madurai,Tamil Nadu,612533,Regular
C2249,Neha Joseph,neha.joseph249@example.com,Madurai,Tamil Nadu,627830,Occasional
C2250,Vishal Kumar,vishal.kumar250@example.com,Dindigul,Tamil Nadu,624285,Regular
C2251,Rohit Kaur,rohit.kaur251@example.com,Madurai,Tamil Nadu,623716,Prime
C2252,Priya Nair,priya.nair252@example.com,Tirunelveli,Tamil Nadu,624590,Regular
C2253,Sanjay Kumar,sanjay.kumar253@example.com,Tirunelveli,Tamil Nadu,624865,Regular
C2254,Lakshmi Singh,lakshmi.singh254@example.com,Coimbatore,Tamil Nadu,606533,Occasional
C2255,Sneha Rao,sneha.rao255@example.com,Madurai,Tamil Nadu,613105,Regular
C2256,Ajay Reddy,ajay.reddy256@example.com,Karur,Tamil Nadu,610989,Regular
C2257,Priya Balaji,priya.balaji257@example.com,Vellore,Tamil Nadu,605761,Occasional
C2258,Suresh Kumar,suresh.kumar258@example.com,Thoothukudi,Tamil Nadu,635441,Occasional
C2259,Lakshmi Sharma,lakshmi.sharma259@example.com,Dindigul,Tamil Nadu,636858,Prime
C2260,Divya Kumar,divya.kumar260@example.com,Kanchipuram,Tamil Nadu,627358,Prime
C2261,Vikram Menon,vikram.menon261@example.com,Vellore,Tamil Nadu,614171,Occasional
C2262,Amit Patel,amit.patel262@example.com,Kanchipuram,Tamil Nadu,632357,Occasional
C2263,Vishal Patel,vishal.patel263@example.com,Salem,Tamil Nadu,612633,Occasional
C2264,Deepa Kumar,deepa.kumar264@example.com,Salem,Tamil Nadu,613436,Prime
C2265,Amit Ilangovan,amit.ilangovan265@example.com,Tirunelveli,Tamil Nadu,605072,Regular
C2266,Suresh Gowda,suresh.gowda266@example.com,Vellore,Tamil Nadu,613137,Occasional
C2267,Neha Sharma,neha.sharma267@example.com,Coimbatore,Tamil Nadu,602077,Prime
C2268,Sanjay Subramanian,sanjay.subramanian268@example.com,Vellore,Tamil Nadu,626214,Prime
C2269,Arjun Raj,arjun.raj269@example.com,Nagercoil,Tamil Nadu,637017,Prime
C2270,Priya Balaji,priya.balaji270@example.com,Tiruchirappalli,Tamil Nadu,616570,Occasional
C2271,Arjun Khan,arjun.khan271@example.com,Erode,Tamil Nadu,622188,Prime
C2272,Amit Nair,amit.nair272@example.com,Ramanathapuram,Tamil Nadu,610275,Occasional
C2273,Sanjay Nair,sanjay.nair273@example.com,Salem,Tamil Nadu,623697,Prime
C2274,Priya Singh,priya.singh274@example.com,Tirunelveli,Tamil Nadu,623268,Regular
C2275,Kavya Kumar,kavya.kumar275@example.com,Thoothukudi,Tamil Nadu,640081,Occasional
C2276,Ananya Rao,ananya.rao276@example.com,Ramanathapuram,Tamil Nadu,605746,Occasional
C2277,Sanjay Ilangovan,sanjay.ilangovan277@example.com,Erode,Tamil Nadu,616797,Prime
C2278,Lakshmi Raj,lakshmi.raj278@example.com,Madurai,Tamil Nadu,633837,Regular
C2279,Mani Kaur,mani.kaur279@example.com,Coimbatore,Tamil Nadu,630959,Regular
C2280,Rohit Patel,rohit.patel280@example.com,Salem,Tamil Nadu,621460,Prime
C2281,Amit Rao,amit.rao281@example.com,Madurai,Tamil Nadu,639075,Occasional
C2282,Karthik Subramanian,karthik.subramanian282@example.com,Dindigul,Tamil Nadu,638100,Regular
C2283,Meena Rao,meena.rao283@example.com,Thoothukudi,Tamil Nadu,612749,Prime
C2284,Ananya Das,ananya.das284@example.com,Tirunelveli,Tamil Nadu,627416,Regular
C2285,Vikram Joseph,vikram.joseph285@example.com,Salem,Tamil Nadu,640277,Occasional
C2286,Ananya Kaur,ananya.kaur286@example.com,Vellore,Tamil Nadu,611195,Regular
C2287,Vishal Balaji,vishal.balaji287@example.com,Tirunelveli,Tamil Nadu,627473,Prime
C2288,Lakshmi Reddy,lakshmi.reddy288@example.com,Chennai,Tamil Nadu,634804,Regular
C2289,Deepa Raj,deepa.raj289@example.com,Dindigul,Tamil Nadu,616556,Occasional
